"Variables ->","yn","l_yn","pyn","l_pyn","nyn","l_nyn","l_cpi","l_cpi_u","l_cpi_tw","l_cpi_us","auct","l_auct","ofr","l_ofr","ni","ni_us","inv_ne_us","ne_us","ne_tw","inv_ne_tw","l_ne_us","l_ne_tw","l_y_tw_gap","poil_us","l_poil_us","l_ne_cross","ne_cross","inv_ne_cross","l_ne_us_tar","dl_cpi_tar","l_oil","l_gex","l_cpi_core","l_cpi_core_u","l_re_tw","dl_yn","dl_pyn","dl_nyn","dl_cpi","dl_cpi_u","dl_cpi_tw","dl_cpi_us","dl_auct","dl_ofr","dl_ne_us","dl_ne_tw","dl_y_tw_gap","dl_poil_us","dl_ne_cross","dl_ne_us_tar","dl_oil","dl_gex","dl_cpi_core","dl_cpi_core_u","dl_re_tw","d4l_yn","d4l_pyn","d4l_nyn","d4l_cpi","d4l_cpi_u","d4l_cpi_tw","d4l_cpi_us","d4l_auct","d4l_ofr","d4l_ne_us","d4l_ne_tw","d4l_y_tw_gap","d4l_poil_us","d4l_ne_cross","d4l_ne_us_tar","d4l_oil","d4l_gex","d4l_cpi_core","d4l_cpi_core_u","d4l_re_tw","dl_cpi_nonc","dl_cpi_nonc_u","l_cpi_nonc"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]"
"2003Q1",1.22643000e+03,7.11186279e+02,8.86526201e+01,4.48472559e+02,1.08726233e+05,1.15965884e+03,4.57505563e+02,4.60116216e+02,4.87676710e+02,5.21260176e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.26666667e+00,9.80000000e-01,1.02040816e+00,9.43800000e-01,1.05954651e+00,2.02027073e+00,-5.78409997e+00,NaN,3.14100000e+01,3.44712631e+02,-7.80437070e+00,9.24924000e-01,1.08116991e+00,2.02027073e+00,6.00000000e+00,7.09462432e+02,7.62158661e+01,4.65418966e+02,4.66182899e+02,-3.59552470e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2003Q2",1.26581000e+03,7.14346751e+02,8.90705952e+01,4.48942926e+02,1.12746450e+05,1.16328968e+03,4.59077437e+02,4.60386934e+02,4.89333949e+02,5.20962500e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.26666667e+00,9.80000000e-01,1.02040816e+00,8.84900000e-01,1.13007119e+00,2.02027073e+00,-1.22280635e+01,NaN,2.61400000e+01,3.26346671e+02,-1.42483342e+01,8.67202000e-01,1.15313387e+00,2.02027073e+00,6.00000000e+00,6.92122146e+02,7.71722298e+01,4.66550930e+02,4.66100010e+02,-4.24845757e+01,1.26418893e+01,1.88146887e+00,1.45233582e+01,6.28749526e+00,1.08287027e+00,6.62895591e+00,-1.19070699e+00,NaN,NaN,0.00000000e+00,-2.57758540e+01,NaN,-7.34638421e+01,-2.57758540e+01,0.00000000e+00,-6.93611428e+01,3.82545473e+00,4.52785625e+00,-3.31556602e-01,-2.61173147e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.03933196e+01,4.38319962e+00,2.59832991e+00
"2003Q3",1.30726000e+03,7.17568862e+02,9.19885310e+01,4.52166391e+02,1.20252927e+05,1.16973525e+03,4.62216609e+02,4.59279391e+02,4.90635908e+02,5.21543385e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.00000000e+00,9.80000000e-01,1.02040816e+00,9.03900000e-01,1.10631707e+00,2.02027073e+00,-1.01036544e+01,NaN,2.84400000e+01,3.34779660e+02,-1.21239251e+01,8.85822000e-01,1.12889497e+00,2.02027073e+00,6.00000000e+00,6.94818415e+02,7.84855002e+01,4.68569687e+02,4.67901248e+02,-3.85229527e+01,1.28884441e+01,1.28938589e+01,2.57823030e+01,1.25566888e+01,-4.43017013e+00,5.20783323e+00,2.32354102e+00,NaN,NaN,0.00000000e+00,8.49763621e+00,NaN,3.37319587e+01,8.49763621e+00,0.00000000e+00,1.07850753e+01,5.25308158e+00,8.07502811e+00,7.20495070e+00,1.58464918e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.30138971e+01,-3.15787854e+01,8.35180418e+00
"2003Q4",1.35533000e+03,7.21180025e+02,9.14567213e+01,4.51586587e+02,1.23954038e+05,1.17276661e+03,4.63154210e+02,4.62251882e+02,4.92506591e+02,5.22117120e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.00000000e+00,9.80000000e-01,1.02040816e+00,8.54600000e-01,1.17013808e+00,2.02027073e+00,-1.57121756e+01,NaN,2.94000000e+01,3.38099467e+02,-1.77324463e+01,8.37508000e-01,1.19401845e+00,2.02027073e+00,6.00000000e+00,6.99798170e+02,8.39822502e+01,4.69330102e+02,4.69682155e+02,-4.50645571e+01,1.44446494e+01,-2.31921502e+00,1.21254343e+01,3.75040129e+00,1.18899638e+01,7.48273392e+00,2.29493882e+00,NaN,NaN,0.00000000e+00,-2.24340846e+01,NaN,1.32792278e+01,-2.24340846e+01,0.00000000e+00,1.99190210e+01,2.19870003e+01,3.04165903e+00,7.12363114e+00,-2.61664173e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.40413322e+00,2.30114065e+01,9.70283749e+00
"2004Q1",1.40253000e+03,7.24603303e+02,9.01939669e+01,4.50196254e+02,1.26499744e+05,1.17479956e+03,4.63057131e+02,4.65529280e+02,4.94182815e+02,5.23029690e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.00000000e+00,9.90000000e-01,1.01010101e+00,8.40600000e-01,1.18962646e+00,1.00503359e+00,-1.73639356e+01,NaN,3.19400000e+01,3.46385914e+02,-1.83689692e+01,8.32194000e-01,1.20164289e+00,1.00503359e+00,6.00000000e+00,7.06599384e+02,9.08121833e+01,4.70224476e+02,4.70991894e+02,-4.84896195e+01,1.36931126e+01,-5.56133204e+00,8.13178054e+00,-3.88315024e-01,1.31095884e+01,6.70489455e+00,3.65028095e+00,NaN,NaN,-4.06094859e+00,-6.60704026e+00,NaN,3.31457874e+01,-2.54609167e+00,-4.06094859e+00,2.72048564e+01,2.73197321e+01,3.57749736e+00,5.23895477e+00,-1.37002498e+01,1.34170238e+01,1.72369517e+00,1.51407190e+01,5.55156758e+00,5.41306308e+00,6.50610440e+00,1.76951345e+00,NaN,NaN,-1.01523715e+00,-1.15798357e+01,NaN,1.67328292e+00,-1.05645985e+01,-1.01523715e+00,-2.86304751e+00,1.45963172e+01,4.80551019e+00,4.80899500e+00,-1.25343725e+01,-9.64187724e+00,3.14744003e+01,7.29236818e+00
"2004Q2",1.43982000e+03,7.27227338e+02,9.46620101e+01,4.55031276e+02,1.36296255e+05,1.18225861e+03,4.65090488e+02,4.66325040e+02,4.95929947e+02,5.23788779e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.00000000e+00,9.80000000e-01,1.02040816e+00,8.58400000e-01,1.16495806e+00,2.02027073e+00,-1.52685088e+01,NaN,3.54300000e+01,3.56755892e+02,-1.72887795e+01,8.41232000e-01,1.18873272e+00,2.02027073e+00,6.00000000e+00,7.16518317e+02,9.52389477e+01,4.71889224e+02,4.71440619e+02,-4.61079683e+01,1.04961429e+01,1.93400881e+01,2.98362310e+01,8.13342756e+00,3.18304067e+00,6.98853027e+00,3.03635842e+00,NaN,NaN,4.06094859e+00,8.38170750e+00,NaN,4.14799104e+01,4.32075891e+00,4.06094859e+00,3.96757288e+01,1.77070578e+01,6.65898920e+00,1.79489987e+00,9.52660479e+00,1.28805872e+01,6.08834998e+00,1.89689372e+01,6.01305066e+00,5.93810568e+00,6.59599799e+00,2.82627980e+00,NaN,NaN,0.00000000e+00,-3.04044530e+00,NaN,3.04092211e+01,-3.04044530e+00,0.00000000e+00,2.43961704e+01,1.80667179e+01,5.33829342e+00,5.34060912e+00,-3.62339263e+00,1.15737837e+01,6.42203587e+00,1.01858141e+01
"2004Q3",1.47340000e+03,7.29532793e+02,9.38203441e+01,4.54138172e+02,1.38234895e+05,1.18367097e+03,4.67044714e+02,4.64246597e+02,4.97793241e+02,5.24233611e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.43333333e+00,9.80000000e-01,1.02040816e+00,8.56000000e-01,1.16822430e+00,2.02027073e+00,-1.55484903e+01,NaN,4.15900000e+01,3.72785975e+02,-1.75687610e+01,8.38880000e-01,1.19206561e+00,2.02027073e+00,6.00000000e+00,7.27996625e+02,9.47339520e+01,4.72912680e+02,4.72240067e+02,-4.62970172e+01,9.22181980e+00,-3.57241537e+00,5.64940442e+00,7.81690566e+00,-8.31377053e+00,7.45317525e+00,1.77932494e+00,NaN,NaN,0.00000000e+00,-1.11992607e+00,NaN,6.41203340e+01,-1.11992607e+00,0.00000000e+00,4.59132337e+01,-2.01998270e+00,4.09382443e+00,3.19778989e+00,-7.56195652e-01,1.19639312e+01,1.97178142e+00,1.39357126e+01,4.82810487e+00,4.96720558e+00,7.15733350e+00,2.69022578e+00,NaN,NaN,0.00000000e+00,-5.44483587e+00,NaN,3.80063149e+01,-5.44483587e+00,0.00000000e+00,3.31782100e+01,1.62484519e+01,4.34299251e+00,4.33881892e+00,-7.77406449e+00,1.65040952e+01,-3.51740782e+01,1.43118379e+01
"2004Q4",1.49639000e+03,7.31081082e+02,9.75047871e+01,4.57990148e+02,1.45905188e+05,1.18907123e+03,4.73079446e+02,4.72259760e+02,4.99758151e+02,5.25386343e+02,NaN,NaN,NaN,NaN,7.00000000e+00,1.96666667e+00,9.80000000e-01,1.02040816e+00,8.02500000e-01,1.24610592e+00,2.02027073e+00,-2.20023424e+01,NaN,4.41600000e+01,3.78781940e+02,-2.40226131e+01,7.86450000e-01,1.27153665e+00,2.02027073e+00,6.00000000e+00,7.33087187e+02,9.51524712e+01,4.77936525e+02,4.78278668e+02,-4.86810474e+01,6.19315420e+00,1.54079017e+01,2.16010559e+01,2.41389280e+01,3.20526529e+01,7.85964014e+00,4.61093013e+00,NaN,NaN,0.00000000e+00,-2.58154085e+01,NaN,2.39838593e+01,-2.58154085e+01,0.00000000e+00,2.03622490e+01,1.67407647e+00,2.00953827e+01,2.41544047e+01,-9.53612057e+00,9.90105736e+00,6.40356059e+00,1.63046180e+01,9.92523656e+00,1.00078779e+01,7.25156005e+00,3.26922361e+00,NaN,NaN,0.00000000e+00,-6.29016682e+00,NaN,4.06824728e+01,-6.29016682e+00,0.00000000e+00,3.32890170e+01,1.11702209e+01,8.60642343e+00,8.59651230e+00,-3.61649031e+00,3.35738670e+01,5.04818986e+01,2.27053047e+01
"2005Q1",1.51473000e+03,7.32299248e+02,9.82703085e+01,4.58772193e+02,1.48852984e+05,1.19107144e+03,4.75160943e+02,4.77356184e+02,5.01642327e+02,5.26027153e+02,NaN,NaN,8.91340000e-01,-1.15029331e+01,7.00000000e+00,2.46666667e+00,9.80000000e-01,1.02040816e+00,8.09400000e-01,1.23548307e+00,2.02027073e+00,-2.11462047e+01,-3.17943209e+00,4.76400000e+01,3.86367274e+02,-2.31664754e+01,7.93212000e-01,1.26069701e+00,2.02027073e+00,6.00000000e+00,7.45823091e+02,9.72659199e+01,4.79804739e+02,4.80576959e+02,-4.76275888e+01,4.87266580e+00,3.12818261e+00,8.00084841e+00,8.32598655e+00,2.03856938e+01,7.53670335e+00,2.56324112e+00,NaN,NaN,0.00000000e+00,3.42455098e+00,NaN,3.03413370e+01,3.42455098e+00,0.00000000e+00,5.09436151e+01,8.45379504e+00,7.47285365e+00,9.19316340e+00,4.21383417e+00,7.69594567e+00,8.57593926e+00,1.62718849e+01,1.21038119e+01,1.18269042e+01,7.45951225e+00,2.99746365e+00,NaN,NaN,1.01523715e+00,-3.78226901e+00,NaN,3.99813602e+01,-4.79750616e+00,1.01523715e+00,3.92237067e+01,6.45373665e+00,9.58026250e+00,9.58506446e+00,8.62030685e-01,1.03166300e+01,4.65015979e+01,2.52844622e+01
"2005Q2",1.55806000e+03,7.35119674e+02,9.84012053e+01,4.58905305e+02,1.53314982e+05,1.19402498e+03,4.77732399e+02,4.78824146e+02,5.03283578e+02,5.26691705e+02,NaN,NaN,9.89370000e-01,-1.06869021e+00,7.16666667e+00,2.93333333e+00,9.60000000e-01,1.04166667e+00,8.75900000e-01,1.14168284e+00,4.08219945e+00,-1.32503350e+01,-2.63368787e+00,5.16100000e+01,3.94371545e+02,-1.73325344e+01,8.40864000e-01,1.18925296e+00,4.08219945e+00,6.00000000e+00,7.70103157e+02,9.42897012e+01,4.80383532e+02,4.79947648e+02,-3.88015142e+01,1.12817009e+01,5.32448759e-01,1.18141497e+01,1.02858245e+01,5.87184977e+00,6.56500482e+00,2.65820689e+00,NaN,4.17369714e+01,8.24771488e+00,3.15834787e+01,2.18297688e+00,3.20170831e+01,2.33357638e+01,8.24771488e+00,9.71202629e+01,-1.19048750e+01,2.31517156e+00,-2.51724138e+00,3.53042983e+01,7.89233518e+00,3.87402942e+00,1.17663646e+01,1.26419112e+01,1.24991065e+01,7.35363089e+00,2.90292577e+00,NaN,NaN,2.06192872e+00,2.01817379e+00,NaN,3.76156533e+01,-4.37549350e-02,2.06192872e+00,5.35848402e+01,-9.49246555e-01,8.49430809e+00,8.50702915e+00,7.30645407e+00,2.88840145e+01,2.54463958e+01,3.25054658e+01
"2005Q3",1.60510000e+03,7.38094134e+02,1.03704494e+02,4.64154545e+02,1.66456084e+05,1.20224868e+03,4.78117544e+02,4.75617306e+02,5.04910483e+02,5.27994075e+02,NaN,NaN,1.02581000e+00,2.54825444e+00,8.00000000e+00,3.46666667e+00,9.30000000e-01,1.07526882e+00,9.00200000e-01,1.11086425e+00,7.25706928e+00,-1.05138318e+01,-1.76548032e+00,6.15600000e+01,4.12001231e+02,-1.77709011e+01,8.37186000e-01,1.19447769e+00,7.25706928e+00,6.00000000e+00,7.94897381e+02,1.03694347e+02,4.80751633e+02,4.80091729e+02,-3.73067715e+01,1.18978409e+01,2.09969601e+01,3.28948010e+01,1.54057870e+00,-1.28273609e+01,6.50762029e+00,5.20948090e+00,NaN,1.44677786e+01,1.26994793e+01,1.09460127e+01,3.47283022e+00,7.05187427e+01,-1.75346665e+00,1.26994793e+01,9.91768968e+01,3.76185817e+01,1.47240393e+00,5.76321326e-01,5.97897108e+00,8.56134047e+00,1.00163733e+01,1.85777138e+01,1.10728294e+01,1.13707089e+01,7.11724215e+00,3.76046476e+00,NaN,NaN,5.23679855e+00,5.03465847e+00,NaN,3.92152555e+01,-2.02140080e-01,5.23679855e+00,6.69007560e+01,8.96039454e+00,7.83895297e+00,7.85166201e+00,8.99024575e+00,1.69965317e+00,-4.41026193e+01,3.29303791e+01
"2005Q4",1.65722000e+03,7.41289678e+02,1.02186748e+02,4.62680200e+02,1.69345923e+05,1.20396988e+03,4.78658182e+02,4.77878730e+02,5.06357204e+02,5.29059046e+02,NaN,NaN,9.61710000e-01,-3.90423291e+00,9.00000000e+00,4.00000000e+00,9.20000000e-01,1.08695652e+00,9.21200000e-01,1.08554060e+00,8.33816089e+00,-8.20781110e+00,-2.01774210e+00,5.69200000e+01,4.04164677e+02,-1.65459720e+01,8.47504000e-01,1.17993543e+00,8.33816089e+00,6.00000000e+00,7.98154615e+02,1.07152611e+02,4.81828737e+02,4.82147694e+02,-3.59068337e+01,1.27821759e+01,-5.89738068e+00,6.88479523e+00,2.16255216e+00,9.04569705e+00,5.78688402e+00,4.25988364e+00,NaN,-2.58099494e+01,4.32436644e+00,9.22408284e+00,-1.00904713e+00,-3.13462143e+01,4.89971639e+00,4.32436644e+00,1.30289373e+01,1.38330585e+01,4.30841914e+00,8.22386323e+00,5.59975098e+00,1.02085959e+01,4.69005270e+00,1.48986486e+01,5.57873547e+00,5.61896993e+00,6.59905312e+00,3.67270314e+00,NaN,NaN,6.31789016e+00,1.37945313e+01,NaN,2.53827371e+01,7.47664113e+00,6.31789016e+00,6.50674280e+01,1.20001400e+01,3.89221207e+00,3.86902665e+00,1.27742136e+01,-2.84447078e+00,1.09633093e+01,3.22192614e+01
"2006Q1",1.71074000e+03,7.44468130e+02,1.09567791e+02,4.69654345e+02,1.87442003e+05,1.21412248e+03,4.80582496e+02,4.82663232e+02,5.08120237e+02,5.29609846e+02,NaN,NaN,1.02656000e+00,2.62134068e+00,9.00000000e+00,4.46666667e+00,9.10000000e-01,1.09890110e+00,9.17100000e-01,1.09039363e+00,9.43106795e+00,-8.65387614e+00,-1.13797790e+00,6.18400000e+01,4.12455040e+02,-1.80849441e+01,8.34561000e-01,1.19823476e+00,9.43106795e+00,6.00000000e+00,8.06369146e+02,1.12739284e+02,4.83759201e+02,4.84519102e+02,-3.61916171e+01,1.27138103e+01,2.78965806e+01,4.06103909e+01,7.69725584e+00,1.91380089e+01,7.05212910e+00,2.20319993e+00,NaN,2.61022944e+01,4.37162821e+00,-1.78426015e+00,3.51905680e+00,3.31614524e+01,-6.15588837e+00,4.37162821e+00,3.28581224e+01,2.23466896e+01,7.72185400e+00,9.48562999e+00,-1.13913341e+00,1.21688820e+01,1.08821522e+01,2.30510342e+01,5.42155279e+00,5.30704873e+00,6.47790956e+00,3.58269284e+00,NaN,1.41242737e+01,7.41079722e+00,1.24923285e+01,2.04145419e+00,2.60877660e+01,5.08153130e+00,7.41079722e+00,6.05460549e+01,1.54733637e+01,3.95446216e+00,3.94214329e+00,1.14359717e+01,7.63986014e+00,4.16602265e+01,3.41292264e+01
"2006Q2",1.74699000e+03,7.46564959e+02,1.14506550e+02,4.74063203e+02,2.00041798e+05,1.22062816e+03,4.83917092e+02,4.84944881e+02,5.09768068e+02,5.30622333e+02,NaN,NaN,1.44463000e+00,3.67853233e+01,9.00000000e+00,4.90000000e+00,9.00000000e-01,1.11111111e+00,9.09000000e-01,1.10011001e+00,1.05360516e+01,-9.54101848e+00,-1.83494466e-01,6.98500000e+01,4.24635009e+02,-2.00770700e+01,8.18100000e-01,1.22234446e+00,1.05360516e+01,6.00000000e+00,8.23772217e+02,1.11957030e+02,4.86635081e+02,4.86206132e+02,-3.53919936e+01,8.38731264e+00,1.76354306e+01,2.60227432e+01,1.33383872e+01,9.12659412e+00,6.59132394e+00,4.04994870e+00,NaN,1.36655931e+02,4.41993447e+00,-3.54856935e+00,3.81793373e+00,4.87198726e+01,-7.96850383e+00,4.41993447e+00,6.96122851e+01,-3.12901247e+00,1.15035197e+01,6.74812126e+00,3.19849394e+00,1.14452849e+01,1.51578977e+01,2.66031826e+01,6.18469349e+00,6.12073482e+00,6.48448934e+00,3.93062829e+00,NaN,3.78540135e+01,6.45385211e+00,3.70931650e+00,2.45019341e+00,3.02634634e+01,-2.74453561e+00,6.45385211e+00,5.36690604e+01,1.76673293e+01,6.25154919e+00,6.25848395e+00,3.40952065e+00,1.76197449e+01,1.46763642e+01,3.85341626e+01
"2006Q3",1.78637000e+03,7.48794091e+02,1.16482264e+02,4.75773902e+02,2.08080422e+05,1.22456799e+03,4.87247087e+02,4.84968376e+02,5.11303146e+02,5.31274824e+02,NaN,NaN,1.52232000e+00,4.20235487e+01,9.50000000e+00,5.26666667e+00,8.80000000e-01,1.13636364e+00,9.17300000e-01,1.09015589e+00,1.27833372e+01,-8.63207065e+00,2.52841995e-01,7.00900000e+01,4.24978013e+02,-2.14154078e+01,8.07224000e-01,1.23881351e+00,1.27833372e+01,6.00000000e+00,8.30899337e+02,1.08787377e+02,4.88344044e+02,4.87710137e+02,-3.26881292e+01,8.91652833e+00,6.84279674e+00,1.57593251e+01,1.33199787e+01,9.39812825e-02,6.14031225e+00,2.60996356e+00,NaN,2.09529014e+01,8.98914234e+00,3.63579134e+00,1.74534584e+00,1.37201792e+00,-5.35335101e+00,8.98914234e+00,2.85084793e+01,-1.26786143e+01,6.83585339e+00,6.01601796e+00,1.08154578e+01,1.06999568e+01,1.16193568e+01,2.23193136e+01,9.12954348e+00,9.35107035e+00,6.39266233e+00,3.28074896e+00,NaN,3.94752943e+01,5.52626787e+00,1.88176117e+00,2.01832231e+00,1.29767822e+01,-3.64450670e+00,5.52626787e+00,3.60019560e+01,5.09303033e+00,7.59241155e+00,7.61840811e+00,4.61864232e+00,2.84496043e+01,-1.37241043e+01,4.56465637e+01
"2006Q4",1.82412000e+03,7.50885296e+02,1.28544960e+02,4.85627873e+02,2.34481433e+05,1.23651317e+03,4.89165377e+02,4.88461845e+02,5.13152582e+02,5.30979058e+02,NaN,NaN,1.96733000e+00,6.76677294e+01,9.50000000e+00,5.26666667e+00,8.70000000e-01,1.14942529e+00,9.00300000e-01,1.11074086e+00,1.39262067e+01,-1.05027238e+01,1.31998855e+00,5.97100000e+01,4.08949951e+02,-2.44289305e+01,7.83261000e-01,1.27671364e+00,1.39262067e+01,6.00000000e+00,8.18554243e+02,1.18625831e+02,4.90350695e+02,4.90653980e+02,-3.44899289e+01,8.36482044e+00,3.94158824e+01,4.77807029e+01,7.67315996e+00,1.39738762e+01,7.39774648e+00,-1.18306716e+00,NaN,1.02576723e+02,4.57147833e+00,-7.48261256e+00,4.26858622e+00,-6.41122480e+01,-1.20540909e+01,4.57147833e+00,-4.93803740e+01,3.93538157e+01,8.02660376e+00,1.17753740e+01,-7.20719908e+00,9.59561793e+00,2.29476726e+01,3.25432905e+01,1.05071954e+01,1.05831151e+01,6.79537794e+00,1.92001126e+00,NaN,7.15719623e+01,5.58804584e+00,-2.29491268e+00,3.33773065e+00,4.78527373e+00,-7.88295852e+00,5.58804584e+00,2.03996282e+01,1.14732196e+01,8.52195771e+00,8.50628581e+00,1.41690480e+00,6.84845777e+00,1.91037146e+01,4.73586782e+01
"2007Q1",1.87466000e+03,7.53618259e+02,1.29658941e+02,4.86490747e+02,2.43066430e+05,1.24010901e+03,4.96115962e+02,4.97900702e+02,5.14557067e+02,5.32005343e+02,NaN,NaN,2.00762000e+00,6.96949941e+01,9.50000000e+00,5.30000000e+00,8.70000000e-01,1.14942529e+00,9.01000000e-01,1.10987791e+00,1.39262067e+01,-1.04250021e+01,2.29397575e+00,5.81500000e+01,4.06302588e+02,-2.43512089e+01,7.83870000e-01,1.27572174e+00,1.39262067e+01,6.00000000e+00,8.22173473e+02,1.30423219e+02,4.93083523e+02,4.93832996e+02,-2.88661069e+01,1.09318523e+01,3.45149646e+00,1.43833487e+01,2.78023388e+01,3.77554261e+01,5.61793737e+00,4.10514242e+00,NaN,8.10905895e+00,0.00000000e+00,3.10886598e-01,3.89594881e+00,-1.05894526e+01,3.10886598e-01,0.00000000e+00,1.44769179e+01,4.71895527e+01,1.09313127e+01,1.27160637e+01,2.24952880e+01,9.15012842e+00,1.68364016e+01,2.59865300e+01,1.55334662e+01,1.52374694e+01,6.43683001e+00,2.39549688e+00,NaN,6.70736534e+01,4.49513879e+00,-1.77112600e+00,3.43195365e+00,-6.15245253e+00,-6.26626478e+00,4.49513879e+00,1.58043271e+01,1.76839354e+01,9.32432238e+00,9.31389425e+00,7.32551015e+00,6.71680662e+01,9.61806048e+01,6.41506947e+01
"2007Q2",1.92829000e+03,7.56438888e+02,1.40009591e+02,4.94171093e+02,2.69979095e+05,1.25060998e+03,4.98315682e+02,4.99206391e+02,5.16177733e+02,5.33237755e+02,NaN,NaN,2.47710000e+00,9.07088521e+01,1.23333333e+01,5.30000000e+00,8.60000000e-01,1.16279070e+00,9.00000000e-01,1.11111111e+00,1.50822890e+01,-1.05360516e+01,3.42532032e+00,6.87700000e+01,4.23076760e+02,-2.56183405e+01,7.74000000e-01,1.29198966e+00,1.50822890e+01,6.00000000e+00,8.37478692e+02,1.48132612e+02,4.95260380e+02,4.94830308e+02,-2.83981032e+01,1.12825161e+01,3.07213839e+01,4.20039000e+01,8.79887921e+00,5.22275595e+00,6.48266666e+00,4.92964726e+00,NaN,8.40554321e+01,4.62432896e+00,-4.44197714e-01,4.52537826e+00,6.70966897e+01,-5.06852667e+00,4.62432896e+00,6.12208753e+01,7.08375705e+01,8.70742477e+00,3.98924689e+00,1.87201484e+00,9.87392928e+00,2.01078899e+01,2.99818192e+01,1.43985891e+01,1.42615099e+01,6.40966569e+00,2.61542152e+00,NaN,5.39235288e+01,4.54623741e+00,-9.95033085e-01,3.60881478e+00,-1.55824824e+00,-5.54127049e+00,4.54623741e+00,1.37064746e+01,3.61755811e+01,8.62529865e+00,8.62417565e+00,6.99389037e+00,9.01227293e+00,8.10094376e+00,6.64037630e+01
"2007Q3",1.98682000e+03,7.59429065e+02,1.50437678e+02,5.01354890e+02,2.98892588e+05,1.26078396e+03,5.01755551e+02,4.99788772e+02,5.18103378e+02,5.33607831e+02,NaN,NaN,3.13565000e+00,1.14283649e+02,1.30000000e+01,5.06666667e+00,8.50000000e-01,1.17647059e+00,8.81000000e-01,1.13507378e+00,1.62518929e+01,-1.26697653e+01,3.76234313e+00,7.50500000e+01,4.31815456e+02,-2.89216583e+01,7.48850000e-01,1.33538092e+00,1.62518929e+01,6.00000000e+00,8.34842049e+02,1.56736514e+02,4.98721923e+02,4.98112192e+02,-2.90175918e+01,1.19607083e+01,2.87351888e+01,4.06958971e+01,1.37594793e+01,2.32952511e+00,7.70257853e+00,1.48030339e+00,NaN,9.42991872e+01,4.67841591e+00,-8.53485496e+00,1.34809126e+00,3.49547819e+01,-1.32132709e+01,4.67841591e+00,-1.05465727e+01,3.44156085e+01,1.38461740e+01,1.31275365e+01,-2.47795418e+00,1.06349743e+01,2.55809879e+01,3.62159622e+01,1.45084643e+01,1.48203958e+01,6.80023226e+00,2.33300648e+00,NaN,7.22601002e+01,3.46855580e+00,-4.03769466e+00,3.50950114e+00,6.83744276e+00,-7.50625046e+00,3.46855580e+00,3.94271162e+00,4.79491368e+01,1.03778788e+01,1.04020553e+01,3.67053739e+00,1.35571917e+01,-2.28658349e+01,6.97930609e+01
